low,medium,high,listing_id
0.0,0.0,0.0,7028073
0.0,0.0,0.0,7010047
0.0,0.0,0.0,7054379
0.0,0.0,0.0,7069824
0.0,0.0,0.0,7055213
0.0,0.0,0.0,6996022
0.0,0.0,0.0,6978861
0.0,0.0,0.0,6899191
0.0,0.0,0.0,6871190
0.0,0.0,0.0,6859438
0.0,0.0,0.0,6915888
0.0,0.0,0.0,7088568
0.0,0.0,0.0,6898787
0.0,0.0,0.0,6894259
0.0,0.0,0.0,6871464
0.0,0.0,0.0,6892491
0.972017645836,0.0276074018329,0.000374922208721,6859834
0.0,0.0,0.0,6875404
0.0,0.0,0.0,6855178
0.0,0.0,0.0,6870782
0.0,0.0,0.0,6848225
0.487056970596,0.456373870373,0.0565691441298,6946123
0.0,0.0,0.0,6856146
0.6889295578,0.292824864388,0.0182455871254,6866253
0.0,0.0,0.0,6865466
0.0,0.0,0.0,6866828
0.0,0.0,0.0,6830150
0.0,0.0,0.0,6866297
0.0,0.0,0.0,6865693
0.0,0.0,0.0,6834142
0.99798732996,0.00200306042098,9.6101557574e-06,6866274
0.0,0.0,0.0,6878080
0.0,0.0,0.0,6871275
0.0,0.0,0.0,6856224
0.0,0.0,0.0,6832324
0.0,0.0,0.0,6835166
0.0,0.0,0.0,6832941
0.463103085756,0.364086389542,0.172810509801,6831670
0.999343454838,0.00064404605655,1.25020706037e-05,6866744
0.0,0.0,0.0,6833662
0.967513918877,0.0321875289083,0.000298534083413,6865548
0.0,0.0,0.0,6866269
0.0,0.0,0.0,7149786
0.0,0.0,0.0,6918023
0.0,0.0,0.0,7149878
0.0,0.0,0.0,7147934
0.0,0.0,0.0,7148589
0.0,0.0,0.0,7148503
0.0,0.0,0.0,7148333
0.0,0.0,0.0,6856169
0.0,0.0,0.0,6855898
0.0,0.0,0.0,6856062
0.0,0.0,0.0,6866836
0.0,0.0,0.0,6866683
0.0,0.0,0.0,6847551
0.0,0.0,0.0,6865571
0.0,0.0,0.0,6866077
0.0,0.0,0.0,6869981
0.961176633835,0.0370196849108,0.00180367019493,7117584
0.0,0.0,0.0,7117859
0.0,0.0,0.0,7118342
0.0,0.0,0.0,7069198
0.0,0.0,0.0,6924775
0.0,0.0,0.0,6934541
0.0,0.0,0.0,6903483
0.595921576023,0.347141116858,0.0569373033941,6848489
0.0,0.0,0.0,7144370
0.0,0.0,0.0,7144609
0.0,0.0,0.0,7196780
0.0,0.0,0.0,7156284
0.0,0.0,0.0,7095169
0.0,0.0,0.0,7144670
0.0,0.0,0.0,7144895
0.0,0.0,0.0,7133522
0.367559701204,0.416702359915,0.21573792398,7165836
0.0,0.0,0.0,7084348
0.0,0.0,0.0,6852851
0.0,0.0,0.0,7027514
0.0,0.0,0.0,7116494
0.671990990639,0.273886442184,0.0541225858033,6917178
0.0,0.0,0.0,6939379
0.0,0.0,0.0,6827560
0.0,0.0,0.0,6828075
0.0,0.0,0.0,6943997
0.0,0.0,0.0,6851019
0.0,0.0,0.0,6891417
0.0,0.0,0.0,6897909
0.905788123608,0.0903356671333,0.0038761862088,7176287
0.0,0.0,0.0,6863328
0.0,0.0,0.0,6888518
0.983292520046,0.0149943558499,0.00171314412728,6897647
0.0,0.0,0.0,6929047
0.0,0.0,0.0,6903590
0.0,0.0,0.0,6863523
0.0,0.0,0.0,7161458
0.0,0.0,0.0,7144741
0.0,0.0,0.0,7186952
0.0,0.0,0.0,7161251
0.866478979588,0.123827911913,0.00969310104847,6864338
0.0,0.0,0.0,7187565
0.0,0.0,0.0,7186808
0.0,0.0,0.0,7161218
0.0,0.0,0.0,7112129
0.0,0.0,0.0,7161396
0.0,0.0,0.0,7073404
0.0,0.0,0.0,7077579
0.0,0.0,0.0,7080971
0.0,0.0,0.0,7040277
0.0,0.0,0.0,7018129
0.99983727932,0.000162495707627,2.54341699701e-07,7208492
0.0,0.0,0.0,6879399
0.439467549324,0.360651493073,0.199880957603,7054062
0.0,0.0,0.0,7077119
0.783544063568,0.176153063774,0.0403028540313,6987403
0.843771994114,0.142706081271,0.0135219143704,7045810
0.0,0.0,0.0,6984364
0.0,0.0,0.0,7073406
0.0,0.0,0.0,7015072
0.0,0.0,0.0,6903836
0.0,0.0,0.0,6928551
0.0,0.0,0.0,7219815
0.0,0.0,0.0,6936382
0.0,0.0,0.0,6854136
0.0,0.0,0.0,6869322
0.0,0.0,0.0,6856770
0.0,0.0,0.0,6856878
0.112188532948,0.606709718704,0.281101733446,6817202
0.0,0.0,0.0,6917120
0.0,0.0,0.0,6868969
0.0,0.0,0.0,6944079
0.0,0.0,0.0,6874361
0.0,0.0,0.0,6874405
0.950086712837,0.0483454279602,0.00156783440616,6815061
0.0,0.0,0.0,6874394
0.0,0.0,0.0,6939164
0.0,0.0,0.0,6880443
0.0,0.0,0.0,6934246
0.0,0.0,0.0,7217356
0.0,0.0,0.0,6939130
0.0,0.0,0.0,6874389
0.0,0.0,0.0,6835520
0.0,0.0,0.0,6891361
0.593200385571,0.307483613491,0.0993160158396,6835481
0.0,0.0,0.0,6927739
0.0,0.0,0.0,6869058
0.0,0.0,0.0,6939139
0.137844249606,0.663360714912,0.19879502058,6817148
0.0,0.0,0.0,6817033
0.675676047802,0.258963763714,0.0653602033854,6882277
0.0,0.0,0.0,6856767
0.0,0.0,0.0,6850641
0.0,0.0,0.0,6875985
0.363273441792,0.377750337124,0.258976221085,6845928
0.0,0.0,0.0,6841049
0.0,0.0,0.0,6873357
0.0,0.0,0.0,6841046
0.0,0.0,0.0,6817120
0.0,0.0,0.0,6835524
0.0,0.0,0.0,6917075
0.0,0.0,0.0,6842747
0.670188248158,0.279999136925,0.049812592566,6917099
0.0,0.0,0.0,6908933
0.0,0.0,0.0,6903232
0.498216509819,0.325364530087,0.176418960094,6897194
0.0,0.0,0.0,6845941
0.0,0.0,0.0,6848387
0.0,0.0,0.0,6934226
0.0,0.0,0.0,6939157
0.0,0.0,0.0,7138073
0.0,0.0,0.0,7106064
0.0,0.0,0.0,7116981
0.0,0.0,0.0,7096511
0.760739386082,0.189340755343,0.049919847399,7217353
0.0,0.0,0.0,7165596
0.451723128557,0.437138736248,0.111138127744,7217346
0.0,0.0,0.0,7144212
0.0,0.0,0.0,6908839
0.0,0.0,0.0,7212716
0.0,0.0,0.0,7165650
0.625623583794,0.292610049248,0.081766359508,7094456
0.0,0.0,0.0,7217311
0.0,0.0,0.0,7106127
0.0,0.0,0.0,7202187
0.544566035271,0.419904351234,0.0355296097696,7217336
0.0,0.0,0.0,7094466
0.0,0.0,0.0,7202189
0.716286122799,0.248091965914,0.035621907562,7144215
0.0,0.0,0.0,6863282
0.0,0.0,0.0,7144190
0.699843168259,0.231689691544,0.0684671327472,7138104
0.0,0.0,0.0,7234468
0.0,0.0,0.0,7144193
0.0,0.0,0.0,7100344
0.482303023338,0.357131749392,0.16056522727,7217306
0.0,0.0,0.0,7165684
0.836560666561,0.153753593564,0.00968571659178,7116740
0.839680492878,0.158196166158,0.00212334934622,7138112
0.0,0.0,0.0,7212741
0.0,0.0,0.0,6940548
0.0,0.0,0.0,7234403
0.0,0.0,0.0,7202200
0.0,0.0,0.0,7096483
0.0,0.0,0.0,7217358
0.0,0.0,0.0,7111393
0.0,0.0,0.0,7144227
0.674792945385,0.257234603167,0.0679724514484,7116949
0.0,0.0,0.0,7202223
0.711223304272,0.165789604187,0.122987106442,7116965
0.0,0.0,0.0,7144196
0.0,0.0,0.0,6879415
0.0,0.0,0.0,7106167
0.0,0.0,0.0,7020358
0.0,0.0,0.0,7003755
0.0,0.0,0.0,7202224
0.0,0.0,0.0,7005299
0.0,0.0,0.0,7003678
0.0,0.0,0.0,7072888
0.0,0.0,0.0,7003681
0.0,0.0,0.0,6987302
0.607549965382,0.311048388481,0.0814016759396,7040085
0.993670642376,0.00594855472445,0.00038082676474,7208445
0.797968924046,0.192717343569,0.00931375473738,6923484
0.0,0.0,0.0,7050844
0.0,0.0,0.0,6981250
0.0,0.0,0.0,7050840
0.0,0.0,0.0,6953055
0.0,0.0,0.0,6987317
0.0,0.0,0.0,7050862
0.0,0.0,0.0,6997969
0.0,0.0,0.0,7072885
0.792864859104,0.179916992784,0.0272181313485,7067483
0.0,0.0,0.0,7050847
0.0,0.0,0.0,6946190
0.651852369308,0.278790205717,0.069357432425,7067184
0.0,0.0,0.0,7067471
0.0,0.0,0.0,6981262
0.0,0.0,0.0,6976774
0.71629434824,0.211485683918,0.0722199752927,7217313
0.0,0.0,0.0,7050843
0.562763273716,0.247952952981,0.189283788204,7072895
0.0,0.0,0.0,7003753
0.0,0.0,0.0,7017857
0.0,0.0,0.0,6981252
0.0,0.0,0.0,6874170
0.0,0.0,0.0,7056065
0.0,0.0,0.0,7003554
0.0,0.0,0.0,7045258
0.0,0.0,0.0,6965350
0.0,0.0,0.0,7111385
0.0,0.0,0.0,7045135
0.0,0.0,0.0,6982473
0.0,0.0,0.0,7020352
0.0,0.0,0.0,7084323
0.537237763405,0.364158630371,0.0986035987735,6954629
0.0,0.0,0.0,6883008
0.0,0.0,0.0,7020328
0.0,0.0,0.0,6965311
0.0,0.0,0.0,6965129
0.0,0.0,0.0,7045174
0.0,0.0,0.0,7067245
0.0,0.0,0.0,6987293
0.0,0.0,0.0,7033992
0.0,0.0,0.0,7058434
0.0,0.0,0.0,7063208
0.0,0.0,0.0,7034017
0.762328863144,0.229037955403,0.00863319914788,6886900
0.469739079475,0.378697186708,0.151563733816,7003748
0.0,0.0,0.0,6998003
0.767576813698,0.191244915128,0.0411782823503,7094426
0.679952859879,0.285129994154,0.0349171571434,7067258
0.0,0.0,0.0,7045255
0.0,0.0,0.0,6945808
0.669729650021,0.305297315121,0.0249730497599,6850642
0.0,0.0,0.0,6897181
0.0,0.0,0.0,6856918
0.0,0.0,0.0,6909002
0.0,0.0,0.0,6843971
0.0,0.0,0.0,6841033
0.537237763405,0.364158630371,0.0986035987735,6917050
0.715270876884,0.249761655927,0.0349674485624,6835483
0.0,0.0,0.0,6934214
0.0,0.0,0.0,6917069
0.0,0.0,0.0,6845929
0.0,0.0,0.0,6817045
0.0,0.0,0.0,6880421
0.0,0.0,0.0,6917077
0.40028283,0.417182296515,0.182534888387,6817133
0.0,0.0,0.0,6915166
0.537237763405,0.364158630371,0.0986035987735,6869060
0.0,0.0,0.0,6945774
0.0,0.0,0.0,6899219
0.0,0.0,0.0,6856898
0.0,0.0,0.0,6845922
0.0,0.0,0.0,6850626
0.0,0.0,0.0,6868992
0.0,0.0,0.0,6835553
0.0,0.0,0.0,6934224
0.0,0.0,0.0,6908938
0.661154747009,0.329649299383,0.0091959675774,7229219
0.0,0.0,0.0,6868997
0.993996024132,0.00552510237321,0.000478902948089,6925656
0.0,0.0,0.0,6860123
0.0,0.0,0.0,6859431
0.0,0.0,0.0,6838639
0.0,0.0,0.0,6834875
0.0,0.0,0.0,6835385
0.0,0.0,0.0,6916164
0.0,0.0,0.0,6832864
0.0,0.0,0.0,6860053
0.0,0.0,0.0,6841798
0.0,0.0,0.0,6872573
0.0,0.0,0.0,6860046
0.0,0.0,0.0,6831872
0.0,0.0,0.0,6916045
0.0,0.0,0.0,6937173
0.0,0.0,0.0,6859134
0.0,0.0,0.0,6912315
0.0,0.0,0.0,6912488
0.0,0.0,0.0,6860034
0.0,0.0,0.0,6887072
0.0,0.0,0.0,6853407
0.0,0.0,0.0,7116122
0.0,0.0,0.0,6838634
0.0,0.0,0.0,6877686
0.0,0.0,0.0,6832054
0.0,0.0,0.0,6890042
0.0,0.0,0.0,6925976
0.0,0.0,0.0,6877001
0.0,0.0,0.0,6931325
0.0,0.0,0.0,6834905
0.977595984936,0.0221578031778,0.000246235373197,6946635
0.995976805687,0.00399436149746,2.88042501779e-05,7148312
0.0,0.0,0.0,7688092
0.876372516155,0.0938098281622,0.0298176556826,6849227
0.0,0.0,0.0,6831735
0.537953495979,0.396515727043,0.0655307993293,6834801
0.94355738163,0.0563072487712,0.000135393638629,6905686
0.0,0.0,0.0,6882922
0.0,0.0,0.0,6947305
0.0,0.0,0.0,6925590
0.0,0.0,0.0,6843438
0.0,0.0,0.0,6848173
0.0,0.0,0.0,6866279
0.0,0.0,0.0,6824307
0.957672894001,0.0398294776678,0.00249762414023,6835368
0.0,0.0,0.0,6911785
0.0,0.0,0.0,6900274
0.0,0.0,0.0,6930724
0.980563998222,0.018436646089,0.000999363255687,7103699
0.0,0.0,0.0,7148249
0.0,0.0,0.0,7152982
0.0,0.0,0.0,7151047
0.0,0.0,0.0,7231101
0.0,0.0,0.0,7148960
0.700371026993,0.272798031569,0.0268309284002,6821590
0.0,0.0,0.0,7152453
0.0,0.0,0.0,7113464
0.0,0.0,0.0,7147380
0.0,0.0,0.0,7148760
0.932035923004,0.067222468555,0.000741639116313,7152298
0.0,0.0,0.0,7150347
0.0,0.0,0.0,7146799
0.0,0.0,0.0,7148843
0.0,0.0,0.0,7153230
0.832881808281,0.120030559599,0.047087661922,7152583
0.0,0.0,0.0,6872749
0.0,0.0,0.0,7151276
0.0,0.0,0.0,7090641
0.830091655254,0.137861192226,0.0320471674204,7150980
0.987894773483,0.0115375276655,0.000567719398532,7146906
0.632097780704,0.240945577621,0.126956626773,7142938
0.0,0.0,0.0,7130895
0.0,0.0,0.0,7148787
0.995363354683,0.0046227700077,1.38906198117e-05,7149775
0.0,0.0,0.0,7141057
0.980828642845,0.0184725094587,0.000698869640473,7151112
0.763611972332,0.228269204497,0.00811884924769,6883985
0.0,0.0,0.0,7146488
0.0,0.0,0.0,7090740
0.0,0.0,0.0,7208024
0.0,0.0,0.0,7001113
0.824326276779,0.165195539594,0.0104781780392,7042035
0.0,0.0,0.0,7012685
0.0,0.0,0.0,6963535
0.0,0.0,0.0,7013763
0.0,0.0,0.0,7059308
0.0,0.0,0.0,7029919
0.0,0.0,0.0,6925237
0.0,0.0,0.0,6963542
0.0,0.0,0.0,7042412
0.792415559292,0.186615258455,0.0209691524506,7005982
0.0,0.0,0.0,6968127
0.0,0.0,0.0,7007251
0.0,0.0,0.0,6963463
0.0,0.0,0.0,6989646
0.0,0.0,0.0,7147065
0.0,0.0,0.0,6979756
0.0,0.0,0.0,7042456
0.0,0.0,0.0,6936229
0.0,0.0,0.0,7042761
0.0,0.0,0.0,7147941
0.0,0.0,0.0,7029262
0.0,0.0,0.0,7082447
0.0,0.0,0.0,7042760
0.0,0.0,0.0,7006276
0.0,0.0,0.0,7019544
0.0,0.0,0.0,6974695
0.988622009754,0.0112226633355,0.000155311194248,7075383
0.0,0.0,0.0,7148439
0.0,0.0,0.0,6840674
0.0,0.0,0.0,7075085
0.0,0.0,0.0,7000791
0.0,0.0,0.0,6979262
0.0,0.0,0.0,6982729
0.978728234768,0.0200967323035,0.00117501034401,7016466
0.0,0.0,0.0,7067404
0.0,0.0,0.0,6968510
0.0,0.0,0.0,7052657
0.0,0.0,0.0,6974766
0.0,0.0,0.0,7147200
0.0,0.0,0.0,6889707
0.0,0.0,0.0,7029955
0.0,0.0,0.0,7048977
0.0,0.0,0.0,6994835
0.0,0.0,0.0,7001493
0.0,0.0,0.0,7037904
0.0,0.0,0.0,6979519
0.0,0.0,0.0,6967746
0.0,0.0,0.0,7011855
0.0,0.0,0.0,7000890
0.0,0.0,0.0,7059843
0.0,0.0,0.0,6892769
0.0,0.0,0.0,7082325
0.0,0.0,0.0,6979872
0.0,0.0,0.0,7037688
0.0,0.0,0.0,6982828
0.883599281311,0.114070340991,0.00233038049191,6979090
0.0,0.0,0.0,7065314
0.0,0.0,0.0,7022629
0.93175637722,0.0625121816993,0.00573142431676,7001196
0.0,0.0,0.0,7075376
0.0,0.0,0.0,7048928
0.0,0.0,0.0,7151669
0.0,0.0,0.0,6905568
0.97628480196,0.0221540629864,0.00156113889534,7059102
0.966466188431,0.0291308593005,0.00440295320004,6968076
0.0,0.0,0.0,7000943
0.0,0.0,0.0,7151728
0.0,0.0,0.0,6968684
0.0,0.0,0.0,6968851
0.0,0.0,0.0,6983020
0.0,0.0,0.0,7147528
0.0,0.0,0.0,7150131
0.0,0.0,0.0,6974199
0.709312021732,0.281301379204,0.00938661023974,6865951
0.0,0.0,0.0,7038021
0.0,0.0,0.0,6974544
0.0,0.0,0.0,6931187
0.0,0.0,0.0,6848679
0.0,0.0,0.0,6866329
0.0,0.0,0.0,6937323
0.0,0.0,0.0,6866307
0.0,0.0,0.0,6834893
0.0,0.0,0.0,6883262
0.0,0.0,0.0,6860194
0.0,0.0,0.0,7096688
0.0,0.0,0.0,6834092
0.0,0.0,0.0,6906880
0.0,0.0,0.0,6859991
0.0,0.0,0.0,6848089
0.0,0.0,0.0,6912490
0.0,0.0,0.0,6937388
0.0,0.0,0.0,6834018
0.0,0.0,0.0,6894597
0.0,0.0,0.0,6838301
0.96742528677,0.0306990649551,0.00187563791405,6887124
0.0,0.0,0.0,6822293
0.0,0.0,0.0,6946796
0.0,0.0,0.0,6926074
0.0,0.0,0.0,7153186
0.0,0.0,0.0,6834305
0.0,0.0,0.0,6946574
0.99713498354,0.00284135481343,2.36320247495e-05,6930972
0.0,0.0,0.0,6878053
0.0,0.0,0.0,6830255
0.0,0.0,0.0,6843131
0.0,0.0,0.0,6838596
0.0,0.0,0.0,6851968
0.0,0.0,0.0,6838450
0.579889178276,0.341699391603,0.0784114226699,6864419
0.0,0.0,0.0,6826574
0.526813387871,0.383806794882,0.0893797874451,6826233
0.0,0.0,0.0,7180588
0.0,0.0,0.0,6829509
0.0,0.0,0.0,7154398
0.0,0.0,0.0,7145075
0.276224017143,0.531665861607,0.192110136151,6920143
0.0,0.0,0.0,6815008
0.0,0.0,0.0,6911692
0.222330957651,0.516112864017,0.261556148529,6848601
0.0,0.0,0.0,7145746
0.0,0.0,0.0,7218369
0.787013053894,0.207912996411,0.00507394829765,7180852
0.0,0.0,0.0,7179979
0.0,0.0,0.0,7145114
0.0,0.0,0.0,7112411
0.0,0.0,0.0,7154547
0.0,0.0,0.0,7111035
0.0,0.0,0.0,7167277
0.732053935528,0.237373515964,0.030572520569,6823937
0.0,0.0,0.0,7214299
0.787006556988,0.207918971777,0.00507448241115,7112401
0.686917603016,0.292556852102,0.0205255560577,7110775
0.0,0.0,0.0,7211828
0.426405668259,0.435322791338,0.138271555305,7209779
0.0,0.0,0.0,7145933
0.0,0.0,0.0,7145089
0.276873886585,0.511671066284,0.211455047131,7154403
0.0,0.0,0.0,7145711
0.0,0.0,0.0,7218890
0.0,0.0,0.0,6901408
0.0,0.0,0.0,7181001
0.0,0.0,0.0,7113047
0.483452290297,0.402074187994,0.114473521709,7179986
0.0,0.0,0.0,7139762
0.0,0.0,0.0,7180931
0.0,0.0,0.0,7218347
0.0,0.0,0.0,7099616
0.0,0.0,0.0,7110089
0.73895150423,0.250952750444,0.0100957239047,7145377
0.0,0.0,0.0,7167166
0.0,0.0,0.0,6849396
0.686921536922,0.292553544044,0.020524924621,6978439
0.0,0.0,0.0,7016326
0.691939949989,0.269735872746,0.038324136287,7055132
0.0,0.0,0.0,7052627
0.0,0.0,0.0,7012060
0.0,0.0,0.0,7011566
0.0,0.0,0.0,6964575
0.0,0.0,0.0,7069761
0.0,0.0,0.0,7052871
0.0,0.0,0.0,7037069
0.0,0.0,0.0,6925651
0.276231110096,0.531661868095,0.19210703671,6979807
0.67342787981,0.309915333986,0.0166567899287,6978203
0.0,0.0,0.0,7145789
0.0,0.0,0.0,6964961
0.0,0.0,0.0,7180800
0.0,0.0,0.0,7000376
0.0,0.0,0.0,7010435
0.0,0.0,0.0,7037422
0.483447343111,0.402075380087,0.114477291703,7012440
0.0,0.0,0.0,6979703
0.0,0.0,0.0,7147101
0.0,0.0,0.0,6947660
0.374797224998,0.443461865187,0.181740924716,6999409
0.511438369751,0.413052558899,0.0755090638995,7000473
0.0,0.0,0.0,7011461
0.0,0.0,0.0,7070481
0.0,0.0,0.0,6982330
0.0,0.0,0.0,6989876
0.0,0.0,0.0,6849377
0.845534861088,0.149576738477,0.00488838646561,7154278
0.0,0.0,0.0,6892528
0.0,0.0,0.0,6818560
0.0,0.0,0.0,6886930
0.259858310223,0.519955515862,0.220186159015,6829370
0.0,0.0,0.0,6931557
0.0,0.0,0.0,6849785
0.0,0.0,0.0,6855206
0.0,0.0,0.0,6850010
0.646732151508,0.278929948807,0.0743378847837,7130951
0.0,0.0,0.0,7104424
0.0,0.0,0.0,7104691
0.815738916397,0.17401611805,0.0102449757978,6913477
0.0,0.0,0.0,6849587
0.0,0.0,0.0,6876262
0.0,0.0,0.0,6855037
0.0,0.0,0.0,7025987
0.863849461079,0.13294647634,0.00320404209197,6855809
0.0,0.0,0.0,6882012
0.553945124149,0.252022147179,0.194032743573,6862542
0.0,0.0,0.0,6860505
0.0,0.0,0.0,7196067
0.0,0.0,0.0,6862062
0.743720054626,0.213872507215,0.0424074344337,6896213
0.0,0.0,0.0,6946073
0.777998209,0.136777982116,0.0852238386869,6882026
0.674530148506,0.304966181517,0.0205036699772,6946503
0.0,0.0,0.0,7115761
0.0,0.0,0.0,7115968
0.0,0.0,0.0,7192324
0.0,0.0,0.0,7116749
0.0,0.0,0.0,7194610
0.0,0.0,0.0,7115526
0.0,0.0,0.0,7195203
0.430863767862,0.3615642488,0.207571968436,7212723
0.0,0.0,0.0,7116884
0.0,0.0,0.0,6915326
0.0,0.0,0.0,7177677
0.513475000858,0.387971192598,0.0985537990928,7192203
0.0,0.0,0.0,7177566
0.637638151646,0.276535242796,0.0858266055584,7212695
0.0,0.0,0.0,7115519
0.0,0.0,0.0,7116910
0.561756908894,0.351910352707,0.0863327533007,7195976
0.0,0.0,0.0,7201928
0.0,0.0,0.0,7182315
0.689207017422,0.246699362993,0.0640936121345,7196003
0.0,0.0,0.0,6866840
0.0,0.0,0.0,7212725
0.0,0.0,0.0,7145751
0.0,0.0,0.0,7165168
0.0,0.0,0.0,7217191
0.527271151543,0.292230904102,0.180497959256,7212712
0.0,0.0,0.0,7114381
0.640391170979,0.267693430185,0.0919153690338,7173936
0.0,0.0,0.0,7186111
0.825391888618,0.165710762143,0.00889735203236,7084366
0.0,0.0,0.0,7072868
0.735180974007,0.25032261014,0.0144963935018,7227741
0.0,0.0,0.0,7080717
0.0,0.0,0.0,7082782
0.0,0.0,0.0,7201979
0.648814678192,0.292916059494,0.0582692958415,7080729
0.949437737465,0.0498113296926,0.000750915554818,7084412
0.0,0.0,0.0,7080708
0.0,0.0,0.0,6998023
0.0,0.0,0.0,7075643
0.0,0.0,0.0,7074344
0.0,0.0,0.0,7080706
0.0,0.0,0.0,6837101
0.0,0.0,0.0,7062246
0.0,0.0,0.0,7082719
0.0,0.0,0.0,7080743
0.0,0.0,0.0,7076002
0.0,0.0,0.0,7082712
0.692048788071,0.286751449108,0.0211997423321,7160892
0.0,0.0,0.0,6946137
0.815418183804,0.165932670236,0.0186491515487,6861648
0.0,0.0,0.0,7193313
0.0,0.0,0.0,6944006
0.0,0.0,0.0,6910426
0.0,0.0,0.0,6874353
0.0,0.0,0.0,6862632
0.639029681683,0.330689817667,0.0302804969251,7516705
0.0,0.0,0.0,6936136
0.0,0.0,0.0,6834675
0.759602665901,0.219903409481,0.0204939283431,6899273
0.0,0.0,0.0,6855480
0.0,0.0,0.0,6946055
0.0,0.0,0.0,7207499
0.0,0.0,0.0,6856124
0.0,0.0,0.0,6862480
0.0,0.0,0.0,6945906
0.0,0.0,0.0,7176322
0.0,0.0,0.0,6855528
0.0,0.0,0.0,6925318
0.0,0.0,0.0,7112638
0.0,0.0,0.0,6858411
0.0,0.0,0.0,6916537
0.0,0.0,0.0,6829654
