listing_id,high,medium,low
7031649,0.0272549485,0.0455989115,0.92714614
6841489,0.167257942,0.385382238,0.447359821
7065224,0.0019667185,0.012166173,0.985867095
7078766,0.0284449895,0.1898829535,0.7816720565
7074401,0.008774414,0.114851225,0.876374367
7066534,0.0005394725,0.0096004215,0.989860131
7065751,0.010295908,0.0355250505,0.9541790325
7073743,0.0004861885,0.0461611495,0.9533526895
7074205,0.0023604675,0.0726250765,0.9250144535
7170514,0.0019109085,0.040133433,0.9579556565
7071792,0.001434541,0.012067797,0.986497672
7064412,0.080601873,0.3915051115,0.5278930155
6877018,0.068351853,0.4819884745,0.4496596785
6966857,0.017496696,0.1365653295,0.845937981
7226285,0.0020273295,0.0089082595,0.9890644255
7075116,0.0002125205,0.0295726765,0.97021479
7060623,0.0043146695,0.053351061,0.942334271
7075395,0.018565184,0.131891579,0.8495432375
7024367,0.090918858,0.321115593,0.5879655515
7060619,0.001271096,0.007661574,0.9910673115
7079477,0.002448859,0.0114811075,0.9860700435
7071826,0.001366212,0.008605417,0.9900283605
6967008,0.0033057915,0.014442262,0.9822519525
6942406,0.003449586,0.100744819,0.895805598
7061466,0.02003611,0.0504769125,0.929486979
7065334,0.0213543265,0.1217764105,0.8568692565
7025292,0.0057648805,0.0374468275,0.9567882885
7025180,0.0174752415,0.0869911125,0.8955336505
7061094,0.0255302885,0.0502328265,0.9242368845
7031892,0.039508418,0.2101125445,0.7503790325
7024342,0.002100001,0.0114246985,0.986475301
7061235,0.013287151,0.1048507515,0.8818620995
7160586,0.0019789765,0.009371481,0.9886495575
7060396,0.0055753855,0.0372120605,0.957212548
7162303,0.027134792,0.2413225165,0.7315426905
7071568,0.0256857145,0.138413161,0.8359011175
7041339,0.0010339845,0.0118735625,0.9870924555
7172720,0.0101786385,0.0178490665,0.9719723125
7173404,0.003653942,0.013834815,0.98251127
7032101,0.00344002,0.0311144565,0.9654455275
7065942,0.020496682,0.0410882705,0.938415056
7066031,0.0118448455,0.1201649735,0.867990183
7071587,0.001964556,0.0112165745,0.986818889
7071857,0.0322750785,0.044364674,0.9233602455
6967814,0.025864345,0.0749574035,0.8991782505
6845457,0.233669145,0.384742556,0.381588296
7032704,0.006893865,0.1433231495,0.849782983
7026025,0.021782119,0.0723942215,0.905823659
7041792,0.04680104,0.390817535,0.5623814245
7032305,0.0038948775,0.015961372,0.9801437445
7024575,0.0078309165,0.0439429295,0.948226159
7080205,0.02910377,0.14839152,0.8225047115
6959373,0.0009992215,0.0157050455,0.983295732
7079360,0.016986102,0.1311224015,0.851891497
6967104,0.0040126405,0.036084125,0.959903239
7032508,0.0014816955,0.0212250065,0.9772933005
6882961,0.2999953905,0.3930706375,0.30693397
7079628,0.0522073885,0.287663038,0.6601295795
7025863,0.006893865,0.1433231495,0.849782983
7024145,0.00710919,0.067910394,0.924980416
7031059,0.017314134,0.012320036,0.97036583
7025169,0.0139962675,0.11711003,0.8688937115
7025788,0.0009973235,0.0110061645,0.98799652
7158646,0.0161847035,0.117246528,0.8665687635
7031985,0.0165523375,0.1860094755,0.7974381935
7060290,0.0174752415,0.0869911125,0.8955336505
6970241,0.001349237,0.024049027,0.9746017435
6881938,0.0447337435,0.272987093,0.6822791665
7200805,0.0020601275,0.0147027065,0.983237178
7023758,0.03270745,0.1682417275,0.7990508255
7026102,0.023498093,0.1673155225,0.8091863785
7066767,0.0295776345,0.109702319,0.8607200465
7209117,0.016659979,0.0571854795,0.926154539
7064739,0.0130122535,0.1251238145,0.861863934
7075920,0.0015507605,0.0117887835,0.9866604745
7071578,0.008952476,0.081003211,0.910044309
7042594,0.0340850585,0.1342428295,0.831672117
7072136,0.039453794,0.1704258725,0.7901203385
6959785,0.0402243745,0.2409076335,0.7188679885
6917770,0.182512548,0.4587530975,0.3587343555
7030613,0.055552118,0.2207503215,0.7236975635
7025097,0.028267281,0.0700685455,0.90166417
7065198,0.001379601,0.011531608,0.9870888015
6959513,0.030009843,0.059323797,0.910666356
7226979,0.02753523,0.0625389185,0.909925852
7024451,0.0194912405,0.0630164235,0.9174923365
7072141,0.0166996915,0.025251296,0.958049013
7024834,0.00370817,0.011521963,0.9847698635
7041995,0.0322750785,0.044364674,0.9233602455
7066023,0.0016755375,0.0130622535,0.985262204
6839044,0.021504459,0.273972379,0.704523166
7060824,0.002673881,0.01211298,0.9852131375
7047137,0.003708171,0.01152196,0.9847698725
7079007,0.0043912575,0.049088255,0.946520491
7024400,0.0030905345,0.0230080565,0.9739014115
6959851,0.0051466165,0.017861802,0.976991552
7039486,0.0214065205,0.0247722095,0.95382127
7065183,0.0309050485,0.018807736,0.9502872105
7209107,0.0019259495,0.0097107665,0.9883632715
7041950,0.0044655275,0.0151469965,0.980387482
6960102,0.02753523,0.0625389185,0.909925852
6871096,0.0341029345,0.2796972655,0.6861997945
7002884,0.005726374,0.0253402355,0.9689333915
7030575,0.0016408205,0.0115348685,0.9868243145
6967744,0.001639982,0.0127084725,0.9856515605
7043039,0.001818325,0.0086140395,0.9895676215
7159789,0.0025368285,0.0195106015,0.977952567
7201690,0.052526289,0.224555737,0.722917974
7065493,0.0101785245,0.017849041,0.9719724585
7066433,0.0016124355,0.0086003675,0.9897871965
7072236,0.0010738375,0.027795249,0.971130909
6970104,0.019938221,0.011224282,0.9688374885
6886740,0.011148431,0.2234071995,0.765444371
7025271,0.0160569385,0.115633831,0.868309228
7066068,0.0514208905,0.2348954305,0.7136836815
6832064,0.0022797765,0.008710521,0.9890096875
6907698,0.0118448455,0.1201649735,0.867990183
6832023,0.0020014545,0.0243323605,0.97366619
6933123,0.0022797765,0.0087105585,0.989009653
6919919,0.003440022,0.031114797,0.9654451785
6907194,0.0003000285,0.009408082,0.9902919025
6907670,0.0165523375,0.1860094755,0.7974381935
6948009,0.029103433,0.148391241,0.8225053205
7140227,0.021998639,0.165221784,0.812779576
6931680,0.002283113,0.0102915445,0.987425333
6844498,0.014213697,0.1592305465,0.82655576
6826781,0.000677189,0.008276538,0.991046282
6933438,0.0256857145,0.138413161,0.8359011175
6833848,0.0012619185,0.0096735785,0.9890644925
6825963,0.034788649,0.2229940385,0.742217308
6826131,0.021354217,0.1217765525,0.856869227
6896589,0.121365221,0.340327758,0.538307027
6948254,0.023605021,0.119079257,0.8573157225
6833299,0.071455629,0.339241918,0.5893024535
6860119,0.003035953,0.057542824,0.9394212215
6895163,0.001344511,0.0139075575,0.984747935
6907859,0.05892696,0.203432144,0.737640892
6896310,0.001255788,0.0076878145,0.9910563965
7210212,0.0012959145,0.0081172915,0.990586817
6844543,0.001434529,0.012067843,0.9864976305
6832190,0.049868705,0.436373364,0.5137579245
6868425,0.0251940195,0.2194167265,0.7553892515
6948103,0.003611623,0.0190381145,0.977350263
6908363,0.0594635755,0.2604712995,0.6800651265
6931652,0.0284250005,0.1127373475,0.8588376565
6868853,0.056738111,0.5828787785,0.360383111
6832808,0.0005173635,0.009017146,0.9904654805
7232597,0.0107299315,0.0265992695,0.962670802
6832176,0.003812021,0.012888591,0.983299386
6937027,0.0037330485,0.0247883295,0.9714786245
6907296,0.0522073885,0.287663038,0.6601295795
6895158,0.005154602,0.022069598,0.9727758005
6831404,0.077762692,0.4948670325,0.4273702795
6867554,0.1109288045,0.3535801545,0.53549104
6831967,0.005049494,0.026285602,0.9686649025
6826148,0.0049348335,0.0111680525,0.9838971095
6888013,0.024065423,0.247514418,0.728420155
6833315,0.0394045575,0.0863892365,0.8742062025
6826529,0.018565086,0.1318917715,0.849543147
6907783,0.021476117,0.165746709,0.8127771745
6895933,0.021129716,0.18844966,0.790420622
6948144,0.0048099965,0.0351486455,0.9600413625
6895983,0.0325349515,0.0267755735,0.9406894805
6932405,0.077762692,0.4948670325,0.4273702795
6908385,0.015672323,0.18589596,0.798431719
6932321,0.0027764405,0.024350577,0.972872979
6826058,0.000589841,0.0058360525,0.9935741205
6823682,0.008957327,0.0826813445,0.908361331
6867706,0.016552351,0.186010079,0.797437571
6907760,0.0098928115,0.125015181,0.865092013
6907598,0.001133481,0.009358821,0.9895076935
6896212,0.0024092785,0.0099557355,0.9876349745
6907823,0.0010116395,0.0216731065,0.977315257
6868353,0.0014814155,0.0124118115,0.986106784
6895229,0.1077956625,0.347390865,0.544813472
6840207,0.0161528885,0.160859659,0.822987453
6908429,0.001012997,0.0094469965,0.9895400115
7201479,0.0167216025,0.114516977,0.86876142
6889866,0.0100222275,0.1904431625,0.7995346125
6873012,0.0534617795,0.228649765,0.717888459
6896087,0.013995868,0.117107161,0.8688969715
6902022,0.0243887225,0.245344422,0.7302668565
6873626,0.04680104,0.390817535,0.5623814245
6839782,0.0376929495,0.2057558615,0.756551185
6927582,0.0773461855,0.1942610685,0.728392748
6832106,0.0175881035,0.1266309425,0.8557809535
6927520,0.0003000285,0.009408082,0.9902919025
6832511,0.0594634085,0.260470973,0.680065616
6826695,0.002089886,0.017521687,0.980388424
7013999,0.050361612,0.271489469,0.678148918
6875995,0.207646106,0.4908744515,0.301479445
6895423,0.011378166,0.109614798,0.8790070395
7174304,0.104950834,0.29433085,0.600718313
7196924,0.047132044,0.155053122,0.7978148325
7212583,0.069285639,0.2388907615,0.6918235955
7186411,0.003122826,0.0124972355,0.9843799455
7166027,0.1256032595,0.356608337,0.517788409
7227996,0.014022234,0.0728955455,0.913082212
7202466,0.007299828,0.0317217065,0.960978466
7228435,0.0174096965,0.080689814,0.9019004955
7228441,0.0027646125,0.0107352605,0.9865001495
6812487,0.0371055825,0.424885953,0.5380084665
7213018,0.0030441665,0.0114789205,0.9854769025
7196440,0.0177493965,0.073718024,0.908532588
7228330,0.0116844245,0.055042581,0.933272994
7166063,0.006450151,0.03432018,0.959229661
7212484,0.0040742315,0.0147592285,0.981166517
7196994,0.0038620695,0.017587146,0.9785507805
7166110,0.0320006125,0.1576099505,0.810389438
7213035,0.0325137335,0.172980457,0.7945058135
7227948,0.0028787185,0.0107568255,0.986364456
6933565,0.0906883665,0.3530998575,0.556211778
6868182,0.0060200475,0.1243553475,0.8696246065
6895698,0.178243894,0.4775302115,0.3442259005
6896558,0.077754528,0.397304598,0.5249408685
6844735,0.0764870415,0.3200606225,0.6034523305
6896764,0.1436663095,0.488354868,0.367978814
6854703,0.0898111495,0.4760014185,0.434187431
6839439,0.0949887445,0.390959758,0.514051496
6895216,0.050662209,0.4041041385,0.5452336575
6932633,0.1164058265,0.4862624115,0.3973317645
6855583,0.0890279735,0.443067704,0.467904321
6844821,0.0444127045,0.3365828895,0.619004402
6946922,0.004614972,0.21018854,0.7851964875
6932741,0.0361826015,0.3230336205,0.6407837735
6931924,0.062717899,0.3842127295,0.553069371
6855732,0.077754528,0.397304598,0.5249408685
6895007,0.0664516735,0.459361942,0.4741863855
6854787,0.062719535,0.3842174505,0.55306301
6855496,0.104090902,0.402905938,0.493003164
6895311,0.094297405,0.5031418955,0.402560701
7091883,0.0682116725,0.1644307625,0.767357566
6931930,0.253119821,0.4445171375,0.3023630415
6894956,0.054926138,0.351049592,0.5940242675
6853142,0.001589471,0.011827111,0.9865834085
6854628,0.0322891005,0.3378347685,0.629876133
7093614,0.107671076,0.375019159,0.517309763
6895766,0.122404886,0.462153558,0.415441553
6931751,0.0695357845,0.4673970825,0.463067135
6931815,0.183201535,0.458273711,0.3585247515
6839282,0.0433003255,0.2881194955,0.668580177
6895426,0.1024435515,0.3958052225,0.5017512215
6896331,0.092528775,0.4290713935,0.478399837
6896007,0.123435798,0.4706681055,0.405896104
6855034,0.0949932915,0.3909615565,0.5140451535
6886576,0.260599926,0.518335087,0.22106498
6855432,0.1996628665,0.437706118,0.362631018
6895030,0.109777933,0.449429348,0.44079272
6895193,0.026401701,0.2839637025,0.6896345935
6895483,0.1864669335,0.38060713,0.4329259365
6933118,0.2377319515,0.4973560095,0.26491204
6895600,0.1832017365,0.458273907,0.358524358
6932724,0.0461036645,0.29012672,0.663769612
6867529,0.1394894935,0.449562804,0.410947703
7091829,0.1107597935,0.460559293,0.428680914
6854939,0.1167925395,0.424092672,0.4591147855
6900717,0.3004737495,0.4662756,0.2332506445
6839509,0.094184532,0.501969269,0.4038461965
6932061,0.141699466,0.462598364,0.395702171
6873569,0.0834292655,0.3439053405,0.572665392
6933615,0.092529084,0.429072584,0.4783983285
6855140,0.0615574335,0.3183497545,0.6200928165
6855451,0.0660624435,0.283317004,0.6506205475
6839938,0.2352472465,0.5040710345,0.26068172
6839459,0.147439396,0.5219420535,0.330618555
6896203,0.1996618805,0.437707619,0.3626304995
6933120,0.073880989,0.398585466,0.5275335455
6925044,0.2013315875,0.45420576,0.344462655
6896155,0.1487457155,0.484844667,0.366409619
6933069,0.0618450145,0.332813767,0.605341212
6895632,0.328727166,0.403789695,0.2674831385
6854679,0.1062991975,0.4644585795,0.4292422235
6839985,0.0702672405,0.304968757,0.6247640005
6855661,0.0630937495,0.3701827985,0.566723448
6896291,0.1910133515,0.4510752785,0.3579113745
6855297,0.107671076,0.375019159,0.517309763
6856046,0.099544168,0.506436916,0.3940189185
6839257,0.103418983,0.4202716535,0.4763093675
6877537,0.1234131455,0.4462885805,0.4302982715
6895612,0.0375939515,0.426049301,0.5363567515
6932466,0.1864628055,0.3806107935,0.4329264
6895521,0.1394132245,0.473321529,0.387265249
6895115,0.1063005645,0.4644614235,0.429238011
6931791,0.0658636885,0.325047496,0.609088822
6894943,0.2196825155,0.356258858,0.4240586275
7093530,0.086518778,0.3800692355,0.5334119865
7092168,0.199662205,0.4377071265,0.3626306675
7093482,0.145260142,0.3645491615,0.490190697
7091599,0.063093357,0.3701832725,0.566723374
6910877,0.050377741,0.342110455,0.6075118075
7092647,0.145702556,0.4180659375,0.43623151
7093010,0.03618294,0.32303426,0.640782803
7091471,0.0496779055,0.386964189,0.563357913
7091689,0.052333496,0.3431497925,0.6045167105
7092375,0.107743334,0.497013118,0.3952435495
7093749,0.043886876,0.310497781,0.6456153445
7092957,0.0736831465,0.4099200305,0.5163968295
7092105,0.1184968085,0.4898967575,0.3916064355
7092404,0.2377319515,0.4973560095,0.26491204
7092682,0.094617925,0.616432213,0.2889498655
6960199,0.419063275,0.395939016,0.184997708
6946536,0.0282011375,0.339646676,0.632152191
7093173,0.1080052155,0.494525157,0.3974696285
7091481,0.063747092,0.332536787,0.603716122
7091246,0.003365921,0.0233555275,0.9732785455
7091831,0.040621923,0.5136430735,0.4457350035
7093299,0.073880989,0.398585466,0.5275335455
7093799,0.191014519,0.4510751145,0.357910366
7093763,0.043886876,0.310497781,0.6456153445
7091463,0.0375939515,0.426049301,0.5363567515
7091435,0.0322891005,0.3378347685,0.629876133
7092671,0.073277653,0.534373135,0.392349206
6947391,0.0167856695,0.1903087675,0.7929055645
6952745,0.1440383835,0.5380063125,0.3179553075
6953092,0.2377312805,0.497356862,0.2649118545
6985109,0.068917684,0.3176137915,0.6134685235
6985170,0.079482698,0.4599133905,0.4606039195
7012604,0.0925295565,0.4290743665,0.4783960815
7012322,0.2531139845,0.4445134195,0.302372594
7092516,0.0554879585,0.330517356,0.613994687
7012401,0.1070985875,0.4732824905,0.419618925
7012739,0.063093357,0.3701832725,0.566723374
7012082,0.1864724235,0.380602231,0.4329253445
6898018,0.034504517,0.214009998,0.7514854845
7010978,0.145702556,0.4180659375,0.43623151
7010253,0.121206502,0.4830064995,0.395787
7010674,0.076042953,0.437069777,0.4868872715
7010091,0.0554872195,0.330518296,0.6139944845
6985190,0.1121725025,0.4067562695,0.481071225
6986461,0.034564101,0.2600327005,0.705403191
6953374,0.0034028345,0.0233192195,0.9732779475
6985721,0.0496779055,0.386964189,0.563357913
6985234,0.1440383835,0.5380063125,0.3179553075
7011139,0.145702556,0.4180659375,0.43623151
6857809,0.0287578025,0.379690604,0.591551593
7012119,0.1832011225,0.45827334,0.358525535
6986539,0.036183177,0.323034698,0.6407821245
7009975,0.0732800455,0.5343775305,0.392342426
7012625,0.1292621255,0.4523744635,0.4183634125
6985948,0.1080052155,0.494525157,0.3974696285
7012344,0.1230141245,0.363948505,0.5130373755
6986537,0.0538625425,0.3117019005,0.6344355555
7011726,0.191014058,0.451075192,0.3579107575
7011737,0.0826614705,0.3525927655,0.564745767
7011926,0.1440383835,0.5380063125,0.3179553075
6856590,0.0058288895,0.0430369925,0.9511341165
7012530,0.111547286,0.4320152495,0.456437462
7010945,0.03618294,0.32303426,0.640782803
6953496,0.09876939,0.450090868,0.4511397435
7012076,0.0479276865,0.2503697585,0.7017025605
7011669,0.049957185,0.2693640195,0.6806787915
6952988,0.104932178,0.421458677,0.473609144
7010703,0.08364001,0.3674577175,0.5489022745
7011320,0.066065366,0.28331503,0.650619607
7092649,0.11980879,0.4622483425,0.4179428715
6953424,0.0427001885,0.341153693,0.616146121
7205145,0.0275211465,0.167895142,0.804583713
7012032,0.05906131,0.3209980085,0.619940679
6985291,0.235642813,0.437321537,0.3270356455
7012953,0.1145731235,0.48492599,0.4005008845
6985658,0.1864724235,0.380602231,0.4329253445
7012251,0.0615575585,0.3183494715,0.6200929695
7012035,0.2410733295,0.4183106005,0.34061607
7091685,0.107219432,0.472583935,0.4201966305
6952939,0.111548795,0.4320143265,0.4564368795
6953123,0.1411551105,0.462390968,0.39645392
7011572,0.10021918,0.339644761,0.560136058
6851603,0.0445465695,0.29286831,0.662585119
6984798,0.139414434,0.4733214115,0.387264154
7010661,0.1038947055,0.452929612,0.4431756895
6953004,0.055882155,0.3357900235,0.6083278235
6986436,0.17824406,0.4775308365,0.3442251055
7012714,0.104415599,0.4181629435,0.4774214545
6985188,0.1121725025,0.4067562695,0.481071225
6952480,0.139414825,0.4360486405,0.424536538
7012071,0.2044534435,0.472985521,0.32256104
7011661,0.0588139495,0.4288237255,0.512362323
7010467,0.2356431605,0.437322079,0.32703476
6921090,0.0031567585,0.075179993,0.92166325
7012840,0.0682110065,0.164427358,0.767361633
7011499,0.1072205235,0.4725836215,0.4201958585
6953261,0.0925295565,0.4290743665,0.4783960815
6953129,0.0345644605,0.260029039,0.705406506
7012504,0.0794822635,0.45991389,0.4606038405
7011640,0.119385308,0.3216119665,0.5590027315
6953327,0.1040910395,0.4029057955,0.493003161
6952943,0.094617864,0.6164323955,0.2889497395
7010936,0.191014058,0.451075192,0.3579107575
6953119,0.0429057805,0.2893207955,0.667773421
6938003,0.04263565,0.3017411345,0.6556232205
7010932,0.1121725025,0.4067562695,0.481071225
7010527,0.1121725025,0.4067562695,0.481071225
7010472,0.089813201,0.4375889635,0.472597838
6953256,0.062717899,0.3842127295,0.553069371
7011333,0.094617925,0.616432213,0.2889498655
7011744,0.145406645,0.5331312385,0.3214621205
7012068,0.0988997785,0.417163298,0.4839369185
7010762,0.0599513915,0.38987451,0.5501740945
6985358,0.076048558,0.4370742785,0.486877157
7010946,0.2377319515,0.4973560095,0.26491204
6934514,0.152716065,0.347284265,0.4999996715
6985118,0.107671076,0.375019159,0.517309763
6984951,0.0440689715,0.375024497,0.5809065275
6953591,0.0647325745,0.3428899765,0.5923774515
6986010,0.028482566,0.295575485,0.675941954
6986249,0.1742892985,0.4711082135,0.3546024895
7010486,0.1259638255,0.4433019015,0.4307342735
7093217,0.1832017365,0.458273907,0.358524358
6953398,0.1077458095,0.4970118735,0.3952423125
6952502,0.045607566,0.273553393,0.6808390445
6985986,0.069774528,0.5175945035,0.4126309655
6958994,0.14706634,0.4783490395,0.3745846235
6946728,0.03124069,0.360810375,0.6079489405
7012042,0.107744403,0.4970125725,0.3952430295
6985555,0.2608810895,0.4700200015,0.2690989085
7093036,0.0264014105,0.2839618695,0.689636727
6931752,0.04388705,0.326918424,0.6291945235
6932376,0.144038285,0.5380064205,0.3179552955
6895715,0.0361825085,0.3230334445,0.6407840485
6895848,0.086518778,0.3800692355,0.5334119865
6895903,0.0558817815,0.3357901695,0.608328045
6839816,0.183498623,0.408754221,0.407747154
6845277,0.119558367,0.4267098,0.4537318315
6829771,0.047873798,0.184494222,0.7676319775
6839702,0.119568816,0.426704927,0.4537262575
6932055,0.049258148,0.2891840045,0.6615578505
6932009,0.241526632,0.41785832,0.340615045
6855449,0.139415799,0.436048524,0.424535673
6895224,0.062054308,0.333408372,0.60453732
6932420,0.059062165,0.32099796,0.6199398765
6932773,0.16329946,0.514239653,0.322460885
6932870,0.122205231,0.5136053115,0.364189453
6855750,0.0479264395,0.2503679465,0.7017056125
6896428,0.104091196,0.40290568,0.493003125
6906590,0.0116215935,0.159221187,0.8291572125
6933260,0.0842423685,0.3683813435,0.547376291
6845334,0.2563271285,0.5064972255,0.2371756555
6895403,0.1080052155,0.494525157,0.3974696285
6933168,0.174291345,0.471101168,0.3546074765
6896406,0.110832689,0.344790655,0.5443766525
7093854,0.2196825155,0.356258858,0.4240586275
6895304,0.098319017,0.3950614505,0.506619531
6845226,0.1452633325,0.530901724,0.3238349455
6932042,0.066452918,0.4593563055,0.4741907795
6931801,0.0785496975,0.4920312425,0.429419063
7144447,0.201783486,0.4655844805,0.332632038
